title,Capacity_GB,Generation,Speed_MHz,Latency,Voltage,Brand,Is_kit,Is_gaming,Final_Price
NEMIX RAM 32GB (1X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory Compatible with Hynix HMA84GR7DJR4N-VK,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,299.95
Yongxinsheng DDR4 2666MHz 32GB Kit (16GBx2) Desktop RAM PC4-21300 UDIMM Non-ECC Unbuffered 1.2V 288-Pin CL19 PC Computer Memory Upgrade Module Kit (Black),32.0,4.0,2666.0,19.0,1.2,unknown,1.0,0.0,199.99
"Micron Memory Bundle with 256GB (8x32GB) DDR4 PC4-21333 2666MHz (8 x MTA36ASF4G72PZ-2G6E1) Dual Ranked Registered ECC RDIMM Compatible with R630, R640, R730, R730XD, R740, R740XD, T630, T640 Servers",256.0,4.0,2666.0,17.0,1.2,micron,1.0,0.0,1599.0
Axiom AA783422-AX 32GB DDR4-3200 ECC Rdimm for Dell Servers,32.0,4.0,3200.0,22.0,1.2,unknown,0.0,0.0,685.14
NEMIX RAM 32GB (1X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory Compatible with Supermicro MEM-DR432LC-ER26,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,299.95
Micron MTA36ASF4G72PZ-3G2R1 DDR4-3200 32GB/4Gx72 ECC/REG CL22 SDRAM RDIMM Server Memory,32.0,4.0,3200.0,22.0,1.2,micron,0.0,0.0,535.19
NEMIX RAM 64GB (2X32GB) DDR5 6400MHZ PC5-51200 CL52 2Rx4 1.1V 288-PIN ECC RDIMM Registered Server Memory KIT,64.0,5.0,6400.0,52.0,1.1,unknown,1.0,0.0,2972.99
OWC 256GB (8x32GB) DDR5 5200 PC5-41600 CL42 2Rx4 288-pin 1.1V ECC Registered RDIMM Memory RAM Module Upgrade Kit for Select Workstations or Servers,256.0,5.0,5200.0,42.0,1.1,unknown,1.0,0.0,7959.92
NEMIX RAM 256GB (8X32GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with ASRock Rack ROMED8-2T AMD EPYC Series Motherboard,256.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,3579.99
32GB 4X77A77030 Replacement for Lenovo ThinkSystem SR650 V3 7D76 DDR5 4800MHz ECC RDIMM Server Memory,32.0,5.0,4800.0,40.0,1.1,lenovo,0.0,0.0,1295.95
NEMIX RAM 128GB (4X32GB) DDR5 6400MHZ PC5-51200 CL52 2Rx8 1.1V 288-PIN ECC RDIMM Registered Server Memory Compatible with SuperMicro BigTwin SuperServer SYS-222BT-HER,128.0,5.0,6400.0,52.0,1.1,unknown,1.0,0.0,5941.49
NEMIX RAM 32GB (1X32GB) DDR5 6400MHZ PC5-51200 CL52 2Rx8 1.1V 288-PIN ECC RDIMM Compatible with SUPERMICRO MEM-DR532MD-ER64 Registered Server Memory,32.0,5.0,6400.0,52.0,1.1,unknown,0.0,0.0,1488.0
OWC 32GB (4x8GB) DDR3 1600 PC3-12800 CL11 1Rx4 240-pin 1.5V ECC Registered RDIMM Memory RAM Module Upgrade Kit for Select Workstations or Servers,32.0,3.0,1600.0,11.0,1.5,unknown,1.0,0.0,112.76
NEMIX RAM 32GB (1X32GB) DDR3 1600MHZ PC3-12800 4Rx4 1.35V 240-PIN ECC RDIMM Registered Server Memory,32.0,3.0,1600.0,11.0,1.35,unknown,0.0,0.0,99.99
A-Tech 32GB RAM Replacement for HP 728629-B21 | DDR4 2133MHz PC4-17000 RDIMM 2Rx4 1.2V ECC Registered 288-Pin DIMM Server Memory Module (728629-B21-ATC),32.0,4.0,2133.0,13.0,1.2,a-tech,0.0,0.0,239.99
NEMIX RAM 32GB (1X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory Compatible with Hynix HMA84GR7CJR4N-VK,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,299.95
Factory Original 32GB (2x16GB) Compatible for Lenovo Servers DDR4 2666MHZ PC4-21300 ECC Registered Chip RDIMM 2Rx4 CL19 1.2v Server Memory RAM Upgrade Adamanta,32.0,4.0,2666.0,19.0,1.2,lenovo,1.0,0.0,221.98
A-Tech 32GB RAM Replacement for CT32G3ERSLQ41339 | DDR3/DDR3L 1333MHz PC3L-10600R ECC RDIMM 4Rx4 1.35V Registered DIMM 240-Pin Server & Workstation Memory Module,32.0,3.0,1333.0,11.0,1.35,a-tech,0.0,0.0,64.99
NEMIX RAM 32GB (2X16GB) DDR4 2933MHZ PC4-23400 2Rx8 1.2V CL21 288-PIN ECC RDIMM KIT Registered Server Memory Compatible with Dell PowerEdge R640 Rack Server,32.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,347.49
A-Tech 32GB Replacement for Samsung M393A4K40EB3-CWE - DDR4 3200MHz PC4-25600 ECC Registered RDIMM 288-Pin 2Rx4 1.2V - Single Server Memory RAM Stick (M393A4K40EB3-CWE-ATC),32.0,4.0,3200.0,22.0,1.2,a-tech,0.0,0.0,509.99
NEMIX RAM 256GB (8X32GB) DDR4 2400MHZ PC4-19200 2Rx4 1.2V CL17 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with ASRock Rack EPYCD8-2T Motherboard,256.0,4.0,2400.0,17.0,1.2,unknown,1.0,0.0,1998.89
NEMIX RAM 32GB (4X8GB) DDR4 2400MHZ PC4-19200 2Rx8 1.2V CL17 288-PIN ECC RDIMM Registered Server Memory KIT,32.0,4.0,2400.0,17.0,1.2,unknown,1.0,0.0,267.49
NEMIX RAM 32GB (2X16GB) DDR4 2933MHZ PC4-23400 2Rx8 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT,32.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,347.49
NEMIX RAM 32GB (1X32GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory Compatible with Micron MTA18ASF4G72PZ-3G2F1,32.0,4.0,3200.0,22.0,1.2,micron,0.0,0.0,449.99
"A-Tech 32GB (2x16GB) Memory for Dell PowerEdge R440, T440, R540, R640, T640, M640, FC640, R740, R740XD, R940, C6420 | DDR4 2666MHz ECC RDIMM PC4-21300 2Rx4 1.2V 288-Pin DIMM Server RAM Upgrade Kit",32.0,4.0,2666.0,17.0,1.2,a-tech,1.0,0.0,301.14
256GB 8X32GB DDR5 4800MHZ PC5-38400 1Rx4 1.1V CL40 288-PIN ECC Registered RDIMM NEMIX RAM Server Memory KIT,256.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,8717.49
NEMIX RAM 32GB (4X8GB) DDR4 3200MHZ PC4-25600 1Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell PowerEdge XR11 Rack Server,32.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,392.99
Timetec Hynix Original 128GB KIT(4x32GB) DDR4 3200MHz PC4-25600 Registered ECC 1.2V CL22 2Rx4 Dual Rank 288 Pin RDIMM Server Memory RAM Module Upgrade (128GB KIT(4x32GB)),128.0,4.0,3200.0,22.0,1.2,timetec,1.0,0.0,758.99
A-Tech 32GB RAM Replacement for Kingston HP21D4R5D4MAM-32 | DDR4 2133MHz PC4-17000 RDIMM 2Rx4 1.2V ECC Registered 288-Pin DIMM Server Memory Module (HP21D4R5D4MAM-32-ATC),32.0,4.0,2133.0,13.0,1.2,a-tech,0.0,0.0,239.99
NEMIX RAM 256GB (8X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell Precision 7875 Tower Workstation,256.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,8717.49
A-Tech 32GB Kit (2 x 16GB) for Dell PowerEdge R730xd - DDR4 PC4-21300 2666Mhz ECC Registered RDIMM 2Rx4 - Server Specific Memory Ram (AT316644SRV-X2R7),32.0,4.0,2666.0,17.0,1.2,a-tech,1.0,0.0,301.14
"A-Tech 64GB (2x32GB) Memory for Dell PowerEdge R440, T440, R540, R640, T640, M640, FC640, R740, R740XD, R940, C6420 | DDR4 2666MHz ECC RDIMM PC4-21300 2Rx4 1.2V 288-Pin DIMM Server RAM Upgrade Kit",64.0,4.0,2666.0,17.0,1.2,a-tech,1.0,0.0,599.98
NEMIX RAM 32GB (1X32GB) DDR4 2400MHZ PC4-19200 2Rx4 1.2V CL17 288-PIN ECC RDIMM Compatible with Cisco UCS B-Series M4 Servers UCS-MR-1X322RV-A 32GB Registered Server Memory,32.0,4.0,2400.0,17.0,1.2,unknown,0.0,0.0,251.98
NEMIX RAM 32GB (1X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory Compatible with Cisco UCS B-Series M5 UCS-MR-X32G2RS-H,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,299.95
Factory Original 64GB (2x32GB) Compatible for HP Proliant Servers DDR4 2666MHZ PC4-21300 ECC Registered Chip RDIMM 2Rx4 CL19 1.2v Server Memory RAM Upgrade Adamanta,64.0,4.0,2666.0,19.0,1.2,hp,1.0,0.0,460.0
"Crucial Technology 32GB (2x 16GB) 288-Pin RDIMM DDR4 (PC4-19200) Server Memory Module Kit, CL=17, Registered, 2400 MT/S Speed, ECC, 1.2V, Dual Rank, x4 Based, 2048Meg x 72",32.0,4.0,2400.0,17.0,1.2,crucial,1.0,0.0,238.99
A-Tech 32GB Kit (2x16GB) Memory RAM for Dell PowerEdge T410 - DDR3L 1600MHz PC3-12800 ECC Registered RDIMM 2Rx4 1.35V - Server,32.0,3.0,1600.0,11.0,1.35,a-tech,1.0,0.0,79.98
A-Tech 32GB Kit (4x8GB) Memory RAM for Dell PowerEdge R730 - DDR4 2133MHz PC4-17000 ECC Registered RDIMM 1Rx4 1.2V - Server,32.0,4.0,2133.0,13.0,1.2,a-tech,1.0,0.0,237.55
A-Tech 32GB (2X 16GB) RAM for HP Z440 | DDR4 2133MHz ECC-RDIMM PC4-17000 2Rx4 1.2V 288-Pin ECC Registered Server Memory Upgrade Kit,32.0,4.0,2133.0,13.0,1.2,a-tech,1.0,0.0,259.98
A-Tech 32GB RAM Replacement for Micron MTC20F1045S1RC48BA2 | DDR5 4800MHz PC5-38400R EC8 RDIMM 1Rx4 1.1V 288-Pin ECC Registered Server Memory Module (MTC20F1045S1RC48BA2-ATC),32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,879.99
NEMIX RAM 32GB (1X32GB) DDR4 2933MHZ PC4-23400 2Rx4 1.2V CL21 288-PIN ECC RDIMM Compatible with Samsung M393A4K40CB2-CVF Registered Server Memory,32.0,4.0,2933.0,21.0,1.2,samsung,0.0,0.0,419.99
"A-Tech 256GB Kit (8x32GB) RAM for Dell PowerEdge MX760c, R660, R660xs, R760xa, R760xs, R7615, R7625, R960, XE8640, XE9640 | DDR5 4800MHz PC5-38400 EC8 RDIMM 2Rx8 ECC Registered Server Memory Upgrade",256.0,5.0,4800.0,40.0,1.1,a-tech,1.0,0.0,7909.99
"Samsung 64GB DDR4 3200MHz PC4-25600 ECC RDIMM 2Rx4 Dual Rank 1.2V Registered DIMM 288-Pin Server RAM Memory M393A8G40BB4-CWE, 1 Module",64.0,4.0,3200.0,22.0,1.2,samsung,0.0,0.0,916.0
32GB Memory for Dell PowerEdge R550 Rack Server Compatible DDR4 ECC RDIMM 3200MHz RAM,32.0,4.0,3200.0,22.0,1.2,unknown,0.0,0.0,449.99
NEMIX RAM 256GB (8X32GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with ASRock Rack EPYCD8-2T Series Motherboard,256.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,3579.99
A-Tech 32GB RAM Replacement for CT32G4RFD4266 | DDR4 2666MHz PC4-21300 ECC RDIMM 2Rx4 1.2V Registered DIMM 288-Pin Server & Workstation Memory Module,32.0,4.0,2666.0,17.0,1.2,a-tech,0.0,0.0,279.99
NEMIX RAM 32GB (1X32GB) DDR5 4800MHZ PC5-38400 1Rx4 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory Compatible with ASRock Pro WS TRX50-SAGE WiFi Workstation Motherboard,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,1099.0
A-Tech 32GB Replacement for Hynix HMA84GR7JJR4N-VK - DDR4 2666MHz PC4-21300 ECC Registered RDIMM 288-Pin 2Rx4 1.2V - Single Server Memory RAM Stick (HMA84GR7JJR4N-VK-ATC),32.0,4.0,2666.0,17.0,1.2,a-tech,0.0,0.0,279.99
Timetec Hynix Original 128GB KIT(4x32GB) DDR4 2666MHz PC4-21300 Registered ECC 1.2V CL19 2Rx4 Dual Rank 288 Pin RDIMM Server Memory Ram Module Upgrade (128GB KIT(4x32GB)),128.0,4.0,2666.0,19.0,1.2,timetec,1.0,0.0,800.99
"A-Tech 128GB Kit (4x32GB) RAM for Dell PowerEdge C6320, FC630, FC640, FC830, M630, M830, R630XL, R740, R830, R840, R940, T430 | DDR4 2666MHz PC4-21300 ECC RDIMM 2Rx4 Registered Server Memory Upgrade",128.0,4.0,2666.0,17.0,1.2,a-tech,1.0,0.0,1199.96
"Timetec Hynix IC DDR4 Registered ECC 1.2V 288 Pin RDIMM Server Memory RAM Module Upgrade (DDR4 2666MHz, 64GB KIT(2x32GB) 2R4)",64.0,4.0,2666.0,17.0,1.2,timetec,1.0,0.0,399.99
Timetec Hynix IC 64GB KIT(2x32GB) DDR4 3200MHz PC4-25600 Unbuffered ECC UDIMM 1.2V CL22 2Rx8 Dual Rank 260 Pin SODIMM Memory RAM Module Upgrade (64GB KIT(2x32GB)),64.0,4.0,3200.0,22.0,1.2,timetec,1.0,0.0,440.99
"Timetec Hynix IC DDR4 Registered ECC 1.2V 288 Pin RDIMM Server Memory RAM Module Upgrade (DDR4 2666MHz, 256GB KIT(8x32GB))",256.0,4.0,2666.0,17.0,1.2,timetec,1.0,0.0,1672.99
Timetec Hynix IC 32GB DDR4 3200MHz PC4-25600 Unbuffered ECC UDIMM 1.2V CL22 2Rx8 Dual Rank 260 Pin SODIMM Memory RAM Module Upgrade (32GB),32.0,4.0,3200.0,22.0,1.2,timetec,0.0,0.0,230.99
Patriot Viper Steel DDR4 RAM 32GB (2X16GB) 3200MHz CL16 1.35v UDIMM Desktop Gaming Memory Kit Compatible with XMP - PVS432G320C6K,32.0,4.0,3200.0,16.0,1.35,patriot,1.0,1.0,274.99
G.SKILL Trident Z RGB Series DDR4 RAM (XMP) 32GB (2x16GB) 3600MT/s CL18-22-22-42 1.35V Intel AMD Desktop Computer Memory U-DIMM (F4-3600C18D-32GTZR),32.0,4.0,3600.0,18.0,1.35,g.skill,1.0,1.0,319.99
Timetec Premium 32GB KIT(2x16GB) DDR4 3200MHz (or 2933MHz or 2666MHz) PC4-25600 Non-XMP CL22 1.2V Non-ECC Unbuffered 2Rx8 Dual Rank 288 Pin UDIMM Desktop PC Computer Memory RAM Upgrade,32.0,4.0,3200.0,22.0,1.2,timetec,1.0,0.0,235.99
Patriot Memory Signature Premium DDR4 32GB (2x16GB) 2666MHz (PC4-21300) UDIMM Kit with Heatshield PSP432G2666KH1,32.0,4.0,2666.0,17.0,1.2,patriot memory,1.0,0.0,279.99
Patriot 32GB(4x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV332G186C0QK,32.0,3.0,1866.0,10.0,1.6,patriot,1.0,1.0,234.28
"DATO 32GB DDR4 RAM, 16GBx2, Memory with RGB Heatsink 3200MHz CL16 1.35V XMP PC4-25600 288 Pin Non-ECC UDIMM Desktop Memory Module for Gaming, ARES Armor Lite, Black",32.0,4.0,3200.0,16.0,1.35,unknown,0.0,1.0,326.99
Patriot Viper Elite 5 Ultra Gaming DDR5 RAM 48GB (2X24GB) 6400MT/s CL32 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP AMD Expo - VEU548G6432K,48.0,5.0,6400.0,32.0,1.4,patriot,1.0,1.0,629.99
Patriot Memory Viper Elite 5 TUF Gaming RGB DDR5 RAM 32GB (2X16GB) 6600MT/s CL34 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVER532G66C34KT,32.0,5.0,6600.0,34.0,1.4,patriot memory,1.0,1.0,1125.4
Patriot Viper Venom RGB DDR5 RAM 48GB (2X24GB) 6400MHz CL32 UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVVR548G640C32K,48.0,5.0,6400.0,32.0,1.25,patriot,1.0,1.0,669.99
Patriot Viper Elite 5 Ultra Gaming RGB DDR5 RAM 48GB (2X24GB) 6400MT/s CL32 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP AMD Expo - VEUR548G6432K,48.0,5.0,6400.0,32.0,1.4,patriot,1.0,1.0,699.99
Patriot Memory Viper Elite 5 RGB DDR5 RAM 48GB (2X24GB) 7000MT/s CL32 1.45v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVER548G70C32KW,48.0,5.0,7000.0,32.0,1.45,patriot memory,1.0,1.0,886.35
Patriot Viper Xtreme 5 CKD DDR5 RAM 48GB (2X24GB) 9200MT/s CL44 1.45v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - VX548G9244CK,48.0,5.0,9200.0,44.0,1.45,patriot,1.0,1.0,864.99
NEMIX RAM 64GB (4X16GB) DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell PowerEdge R750 Rack Server,64.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,742.89
NEMIX RAM 64GB (4X16GB) DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,64.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,742.89
"【DDR4 RAM Laptop Only】 GIGASTONE 64GB Kit (4x16GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400, 21300) CL22 1.2V SODIMM 260 Pin Unbuffered Non ECC High Performance Notebook Memory Upgrade",64.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,588.99
"【DDR4 RAM】GIGASTONE Game PRO 32GB Kit (2x16GB) DDR4 3200MHz PC4-25600 CL16-18-18-40 Gaming Desktop Memory – XMP 2.0 / AMD Support, 1.35V UDIMM 288-Pin, Unbuffered Non-ECC High-Performance RAM (Black)",32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,318.99
XPG GAMMIX D35 DDR4 3200MHz CL16 32GB (2x16GB) PC4-25600 RAM 288-Pins UDIMM Desktop Memory Kit Black Heatsink(AX4U320016G16A-DTBKD35),32.0,4.0,3200.0,16.0,1.35,xpg,1.0,1.0,378.66
NEMIX RAM 32GB (2X16GB) DDR4 3200MHZ PC4-25600 1Rx8 1.2V CL22 260-PIN Non-ECC Unbuffered SODIMM Laptop PC Memory KIT Compatible with Dell Precision 3480 Mobile Workstation,32.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,241.38
A-Tech 32GB Kit (2x16GB) RAM for Acer Nitro 5 Gaming Laptop | DDR4 3200MHz SODIMM PC4-25600 (PC4-3200AA) Memory Upgrade Modules,32.0,4.0,3200.0,16.0,1.35,a-tech,1.0,1.0,299.98
"【DDR4 RAM】GIGASTONE Game PRO 64GB Kit (4x16GB) DDR4 3200MHz PC4-25600 CL16-18-18-40 Gaming Desktop Memory – XMP 2.0 / AMD Support, 1.35V UDIMM 288-Pin, Unbuffered Non-ECC High-Performance RAM (White)",64.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,548.99
A-Tech 32GB Kit (2x16GB) RAM for Acer Nitro 5 AN517-54-77KG Gaming Laptop | DDR4 3200MHz SODIMM PC4-25600 (PC4-3200AA) Memory Upgrade Modules,32.0,4.0,3200.0,16.0,1.35,a-tech,1.0,1.0,299.98
【DDR4 RAM】 GIGASTONE Game PRO 64GB Kit (4x16GB) DDR4 3200MHz PC4-25600 CL 16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Red,64.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,616.99
A-Tech 32GB Kit (2x16GB) RAM for Lenovo Legion 5/5i Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
Timetec Premium 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17.0,1.2,timetec,1.0,0.0,205.99
A-Tech 32GB Kit (2x16GB) RAM for Acer Nitro 5 AN515-57-74TT Gaming Laptop | DDR4 3200MHz SODIMM PC4-25600 (PC4-3200AA) Memory Upgrade Modules,32.0,4.0,3200.0,16.0,1.35,a-tech,1.0,1.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for Lenovo ThinkStation P620 | DDR4 3200MHz PC4-25600 ECC RDIMM 2Rx8 Registered Server Memory Upgrade,32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,519.98
"A-Tech 32GB Kit (2x16GB) RAM for Dell Latitude 14 3440, 15 3540, 14 5440, 15 5540 Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for Dell Alienware Aurora R10, Aurora R12, Aurora R14 Gaming Desktop | DDR4 3200MHz PC4-25600 DIMM 1.2V 288-Pin Non-ECC UDIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for Acer Nitro 5 AN515-58 Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for Acer Nitro 5 AN515-57-536Q Gaming Laptop | DDR4 3200MHz SODIMM PC4-25600 (PC4-3200AA) Memory Upgrade Modules,32.0,4.0,3200.0,16.0,1.35,a-tech,1.0,1.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for MSI GF63 Thin 11SC Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for HP Victus 15L TG02-0055t, TG02-0025m, TG02-0077m Gaming Desktop PC | DDR4 3200MHz PC4-25600 DIMM 1.2V 288-Pin Non-ECC UDIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
Timetec 32GB KIT(2x16GB) DDR4 3200MHz for Dell XPS 8940 Tower/Lenovo IdeaCentre 3 / Dell Inspiron - 12th Gen Intel Core i5-12400 / HP Pavilion Desktop - 12th Gen Intel Core i5-12400F,32.0,4.0,3200.0,22.0,1.2,timetec,1.0,0.0,239.99
"fanxiang RGB DDR4 RAM 32GB (2x16GB) 3200MHz CL16 V1.35, Desktop Gaming Machine Overclocking Memory, Intel XMP 2.0 & AMD Compatible - Black",32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,249.99
"A-Tech 32GB Kit (2x16GB) RAM for Synology RackStation RS2423+, RS2423RP+ | DDR4 3200MHz PC4-25600 ECC-UDIMM 1Rx8 ECC Unbuffered Server Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,559.98
A-Tech 32GB Kit (2x16GB) RAM Compatible for ASUS TUF Gaming F17 (2021) FX706 Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for HP ProBook 440 G10, 450 G10 Laptop PC | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
A-Tech 32GB (2x16GB) RAM for Dell Latitude 14 3520 | DDR4 3200MHz PC4-25600 Non ECC SO-DIMM 1.2V - Laptop & Notebook Memory Upgrade Kit,32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for ASUS ROG Strix G10CE, G10DK Gaming Desktop | DDR4 3200MHz PC4-25600 DIMM 1.2V 288-Pin Non-ECC UDIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for HP Envy TE01-4000, TE01-4050 Desktop | DDR4 3200MHz PC4-25600 DIMM 1.2V 288-Pin Non-ECC UDIMM Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for MSI GF63 Thin 10SC Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for MSI Raider GE76 11U, 11UE, 11UG, 11UH Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for HP Victus 15 15-fa1010nr, 15t-fa100 Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for Dell G15 5511, G15 5515 Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
OWC 32GB (2x16GB) DDR4 3200MHz PC4-25600 CL22 1RX8 ECC Unbuffered UDIMM 1.2V 288-pin Workstation Server Memory RAM,32.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,318.38
"A-Tech 32GB Kit (2x16GB) RAM for Dell Inspiron 3910, 3891, 3020 Small Desktop, 3020 Tower | DDR4 3200MHz PC4-25600 DIMM 1.2V 288-Pin Non-ECC UDIMM Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
"A-Tech 32GB Kit (2x16GB) RAM for Dell Vostro 3400, 3500, 3510, 5410, 5510, 7510 Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,299.98
A-Tech 32GB Kit (2x16GB) RAM for HP Victus 15 (15-fa0025nr) Gaming Laptop | DDR4 3200MHz PC4-25600 SODIMM 1.2V 260-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,4.0,3200.0,16.0,1.2,a-tech,1.0,1.0,299.98
